Serial Number,Firmware Version,Date/Time,Coincidence Mode,Acquisition Time,Coincidences,Tile-A,Tile-B,Tile-C,Hits Per Minute,Pressure,Altitude,Temperature,Humidity
49725,53,03/09/2024 14:23:34,AB,600,36,2067,1897,0,9.999999E-4,984.8,269.77997,26.87,61.39
49725,53,03/09/2024 14:41:31,AB,600,40,2073,1917,0,0.0011111111,984.66,271.0,26.88,59.24
