Serial Number,Firmware Version,Date/Time,Coincidence Mode,Acquisition Time,Coincidences,Tile-A,Tile-B,Tile-C,Hits Per Minute,Pressure,Altitude,Temperature,Humidity
49725,53,02/09/2024 16:00:45,AB,600,230,3227,3374,0,0.0063888887,978.24,325.84,34.23,42.66
49725,53,02/09/2024 16:10:46,AB,600,250,3225,3381,0,0.0069444445,978.15,326.56998,37.35,37.1
