Serial Number,Firmware Version,Date/Time,Coincidence Mode,Acquisition Time,Coincidences,Tile-A,Tile-B,Tile-C,Hits Per Minute,Pressure,Altitude,Temperature,Humidity
49725,53,02/09/2024 16:48:00,AB,600,22,2386,2434,0,6.111111E-4,978.0,327.9,40.92,31.25
