Serial Number,Firmware Version,Date/Time,Coincidence Mode,Acquisition Time,Coincidences,Tile-A,Tile-B,Tile-C,Hits Per Minute,Pressure,Altitude,Temperature,Humidity
49725,53,02/09/2024 14:50:14,AB,600,9,2755,2708,0,2.4999998E-4,982.6,326.61002,22.89,67.52
49725,53,02/09/2024 15:00:14,AB,600,6,2814,2643,0,1.6666666E-4,982.51,327.36002,22.97,67.31
49725,53,02/09/2024 15:10:14,AB,600,3,2839,2595,0,8.333333E-5,982.45,327.97,22.97,66.92
